stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
Grand Canyon Trust,Grand Canyon Trust,2023-11-17,usbr_post2026_letter,Requests explanation for choice of 80% ESP hydrology period (1999-2002 vs 2011-2014) and asks Reclamation to share trace analyses and end-of-month pool elevation graphs for 80% ESP using 2011-2014 hydrology across alternatives including June 2023 conditions.,I am curious why the 80% ESP analysis presented today in the Revised Oct Draft SEIS uses the 1999-2002 period and the analysis used in the April Draft SEIS was from 2011-2014.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/4_Grand Canyon Trust_508.pdf,high
Grand Canyon Trust,Grand Canyon River Guides’ (GCRG),2023-12-11,usbr_post2026_letter,"Asks BOR to uphold Grand Canyon Protection Act and ESA, assess LTEMP/CRMP impacts, keep Lake Powell above 3525', oppose 5,000 cfs as unsafe (support higher minimums), require at least two weeks notice for flow reductions, and improve communications.","GCRG contends that 5,000 cfs is NOT a safe whitewater boating threshold",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/283_Grand Canyon River Guides Inc_508.pdf,medium
Grand Canyon Trust,Grand Canyon Trust,2023-12-11,usbr_post2026_letter,"Grand Canyon Trust urges Reclamation to comply with NEPA by fully analyzing additional alternatives (including Alternatives 1 and 2), expand the Revised Draft SEIS, and adopt additional short-term conservation beyond the proposed action to stabilize reservoirs.",Reclamation should either fully analyze Alternatives 1 and 2 in the Revised Draft SEIS including the full range of its environmental consequences,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/288_Grand Canyon Trust_508.pdf,high
Grand Canyon Trust,Grand Canyon Trust,2023-12-20,usbr_post2026_letter,"Calls on Reclamation to analyze tradeoffs of demand reductions, prepare vulnerability assessments, and prioritize conservation and demand reduction to protect communities, cultures, environments, and public health.","Grand Canyon Trust’s Scoping Comments on the SEIS for Near-Term Operations of Lake Powell and Lake Mead dated December 20, 2023 at 11-12. These comments are incorporated herein by this reference.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,high
Hopi Tribe,Hopi Tribe,,usbr_post2026_letter,"Supports Bureau of Reclamation efforts to create a forum for federal, state, and Basin Tribes to share information and seeks continued fair and equal consultation among stakeholders in post-2026 Colorado River operations.","The Hopi Tribe supports the recent efforts of the Bureau of Reclamation to create a forum for the Federal Government, the States, and the Basin Tribes to share information and find solutions for the future operations of the system.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Hualapai Tribe,Hualapai Tribe,,usbr_post2026_letter,Urges the Department to protect CAP water allocations to Arizona tribes in congressionally approved settlements from post-2026 shortages and to meet shortages by curtailing non-Indian deliveries rather than reducing tribal allocations.,the water al.Jocated to Indian tribes by congressionally approved tribal water settlements not be reduced.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Hualapai Tribe,Hualapai Tribe,2023-08-01,usbr_post2026_letter,"Seeks protection of congressionally approved tribal Colorado River water allocations, enforcement of the federal trust responsibility, and secure, firmed delivery and infrastructure funding to deliver CAP water to the Hualapai Reservation and economy.","protect the security of Colorado River water allocated by congress ionall y approved water settlements to Arizona tribes, including to the Hualapai Tribe.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Hualapai Tribe,Hualapai Tribe,2023-11-27,usbr_post2026_letter,"Supports the Proposed Action reducing Colorado River withdrawals (3 million acre-feet) as preferable to No-Action; demands the Secretary and Reclamation protect congressionally‑approved tribal water allocations (including Hualapai's CAP water) from involuntary, uncompensated reductions absent tribal consent.","The Hualapai Tribe supports this Proposed Action as a short-term solution, and believes it to be preferable to the No-Action Alternative.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Tribes/619_Hualapai Tribe_508.pdf,high
Imperial Irrigation District,Imperial Irrigation District (IID),,usbr_post2026_letter,"Asks Reclamation to explain modeling assumptions, resume basin-wide Consumptive Uses and Losses reports, include Imperial Valley/Salton Sea in scope, analyze cumulative effects, and evaluate alternatives favoring more frequent smaller shortages, hydrology-based reservoir management, and measures to minimize curtailments.",Reclamation should resume its reporting of Consumptive Uses and Losses Reports for the entire Colorado River Basin consistent with the standing 1968 Congressional directive to do so,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,high
Imperial Irrigation District,Imperial Irrigation District,2020-11-13,usbr_post2026_letter,"IID asks Reclamation to recognize QSA/CRWDA contributions, correct Draft Report inaccuracies, include IID in DCP discussions, better engage agricultural districts, and expand ICS flexibility and authorized conservation measures to increase system conservation and operational certainty.","IID considers the ICS element one of the most beneficial aspects of the 2007 Guidelines, but as originally constructed, it has also been a limiting factor and served as a roadblock to increasing conservation.",https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_IID.pdf,high
Imperial Irrigation District,Imperial Irrigation District,2023-08-15,usbr_post2026_letter,"Requests Reclamation's EIS comply with the Law of the River, use best available science and forecasting, employ appropriate geographic/temporal scope, and evaluate diverse realistic alternatives; emphasizes IID's senior water rights and reliance on Colorado River supplies.","Under the Law of the River, IID has a senior entitlement to Colorado River water pursuant to a permanent 1932 contract with the Secretary of the Interior.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,high
Imperial Irrigation District,Imperial Irrigation District,2023-12-11,usbr_post2026_letter,Supports Reclamation’s Revised DSEIS and adoption of the Lower Division Proposal (Proposed Action); opposes Action Alternative 2 as legally infeasible and requests deletion/clarification limiting Reclamation to actions authorized under the Law of the River.,"IID supports the Lower Division Proposal, the Proposed Action analyzed in the Revised DSEIS",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/636_Imperial Irrigation District_508.pdf,high
Jicarilla Apache Nation,Jicarilla Apache Nation,,usbr_post2026_letter,"Calls for meaningful, formal tribal inclusion in post-2026 Colorado River decision-making; protection and fair compensation for tribal water rights; investment in tribal water infrastructure; flexibility to allow tribes to develop water; and support for parallel processes and river restoration.",create a formal and permanent structure for tribal inclusion in Colorado River decision-making,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Jicarilla Apache Nation,Jicarilla Apache Nation,2022-09-01,usbr_post2026_letter,Asserts the tribe must be included in discussions as they occur and seeks direct participation in post-2026 processes.,We must be a part of the discussions as they occur,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,high
Jicarilla Apache Nation,Jicarilla Apache Nation,2023-08-15,usbr_post2026_letter,"Submits comments requesting that the Bureau consider specific operational guidelines, strategies, and related issues in developing post-2026 operational guidelines for Lake Powell and Lake Mead.","The Jicarilla Apache Nation appreciates the opportunity to submit these comments on the scope of specific operational guidelines , strategies , and other issues to be considere",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,high
Jicarilla Apache Nation,The Jicarilla Apache Nation,2023-12-11,usbr_post2026_letter,"Requests stronger protections for Lake Powell: lower Powell tiers, limit annual releases, eliminate balancing at certain elevations, require fully executed binding conservation contracts, apportion evaporation and transit losses to the Lower Basin, and ensure meaningful tribal consultation.","Specifically, Powell tiers should be adjusted downward, annual releases from Powell should be limited, balancing should be eliminated at certain elevations, and additional steps should be taken to protect Powell.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Tribes/116_Jicarilla Apache Nation_508.pdf,high
Los Angeles Department of Water and Power,Los Angeles Department of Water and Power,2024-09-10,board_program,"LADWP estimated the total project cost at $271,000,000 for planning, design, and construction of Restoration Park, Water Quality Laboratory, and Direct Potable Reuse Demonstration Facility.","The total Project is estimated to cost $271,000,000 over the planning, design, and construction timeline ... for the Restoration Park, ... and ... for the Direct Potable Reuse Demonstration Facility.",https://ladwp.granicus.com/AgendaViewer.php?view_id=2&clip_id=2268,high
